Number of Tasks,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
LFFCostHybrid,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MRBT_MultiCostTreesHybrid,2.0,1.15,1.15,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MRBT_CostPerfTreesHybrid,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,
MRBT_SingleTreeHybrid,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
BacktrackingCostHybrid,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
BruteForceCostHybrid,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,
