Deadline,110,120,130,140,150,160,170,180,190,200,210,220,230,240,
Budget QoS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,
LFFCost,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,
BruteForceCost,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,
BacktrackingCost,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
MRBT_SingleTree,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
MRBT_CostPerfTrees,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
MRBT_MultiCostTrees,2.0,1.15,1.15,2.0,1.15,1.15,1.15,1.15,1.15,1.15,1.15,2.0,1.15,1.15,
