Deadline,110,120,130,140,150,160,170,180,190,200,210,220,230,240,
LFFCost,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BruteForceCost,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,
BacktrackingCost,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
MRBT_SingleTree,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
MRBT_CostPerfTrees,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,
MRBT_MultiCostTrees,1.15,1.15,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
