Algorithm,3,4,5,6,7,11,51,103,51,103,
LFFPerf-Hybrid,4.0,6.0,8.0,10.0,12.0,18.0,100.0,200.0,100.0,200.0,
LFFPerf-Public,4.0,6.0,8.0,10.0,12.0,18.0,100.0,200.0,100.0,200.0,
LFFCost-Hybrid,0.0,0.0,0.0,5.75,0.0,10.350000000000001,57.49999999999995,115.0000000000002,57.49999999999995,95.4500000000001,
LFFCost-Public,2.3,3.4499999999999997,4.6,5.75,6.9,10.350000000000001,57.49999999999995,115.0000000000002,57.49999999999995,115.0000000000002,
MostDuplicatedBacktracking-Hybrid,0.0,2.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,
MostDuplicatedBacktracking-Public,-1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,-1.0,2.0,
