      time;   vmId;percentCPU; percentIO;percentRAM
      0.01;      2;      0.00;      0.00;      0.00
      0.01;      1;      0.00;      0.00;      0.00
      0.51;      2;      0.00;      0.00;      0.00
      0.51;      1;      0.00;      0.00;      0.00
      1.01;      2;      0.00;      0.00;      0.00
      1.01;      1;      0.00;      0.00;      0.00
      1.51;      2;      0.00;      0.00;      0.00
      1.51;      1;      0.00;      0.00;      0.00
      2.01;      2;      0.00;      0.00;      0.00
      2.01;      1;      0.00;      0.00;      0.00
      2.51;      2;      0.00;      0.00;      0.00
      2.51;      1;      0.00;      0.00;      0.00
      3.01;      2;      0.00;      0.00;      0.00
      3.01;      1;      0.00;      0.00;      0.00
      3.51;      2;      0.00;      0.00;      0.00
      3.51;      1;      0.00;      0.00;      0.00
      4.01;      2;      0.00;      0.00;      0.00
      4.01;      1;      0.00;      0.00;      0.00
      4.51;      2;      0.00;      0.00;      0.00
      4.51;      1;      0.00;      0.00;      0.00
      5.01;      2;    100.00;      0.00;      8.10
      5.01;      1;    100.00;      7.00;      0.24
      5.51;      2;    100.00;      0.00;      8.10
      5.51;      1;    100.00;      7.00;      0.24
      6.01;      2;    100.00;      0.00;      8.10
      6.01;      1;    100.00;      7.00;      0.24
      6.51;      2;    100.00;      0.00;      8.10
      6.51;      1;    100.00;      7.00;      0.24
      7.01;      2;    100.00;      0.00;      8.10
      7.01;      1;    100.00;      7.00;      0.24
      7.51;      2;    100.00;      0.00;      8.10
      7.51;      1;    100.00;      7.00;      0.24
      8.01;      2;    100.00;      0.00;      8.10
      8.01;      1;    100.00;      7.00;      0.24
      8.51;      2;    100.00;      0.00;      8.10
      8.51;      1;    100.00;      7.00;      0.24
      9.01;      2;    100.00;      0.00;      8.10
      9.01;      1;    100.00;      7.00;      0.24
      9.51;      2;    100.00;      0.00;      8.10
      9.51;      1;    100.00;      7.00;      0.24
     10.01;      2;    100.00;      0.00;      8.10
     10.01;      1;    100.00;      7.00;      0.24
     10.51;      2;    100.00;      0.00;      8.10
     10.51;      1;      0.00;      0.00;      0.00
     11.01;      2;    100.00;      0.00;      8.10
     11.01;      1;      0.00;      0.00;      0.00
     11.51;      2;    100.00;      0.00;      8.10
     11.51;      1;      0.00;      0.00;      0.00
     12.01;      2;    100.00;      0.00;      8.10
     12.01;      1;      0.00;      0.00;      0.00
     12.51;      2;    100.00;      0.00;      8.10
     12.51;      1;      0.00;      0.00;      0.00
     13.01;      2;    100.00;      0.00;      8.31
     13.01;      1;    100.00;      7.00;      0.24
     13.51;      2;    100.00;      0.00;      8.31
     13.51;      1;    100.00;      7.00;      0.24
     14.01;      2;    100.00;      0.00;      8.31
     14.01;      1;    100.00;      7.00;      0.24
     14.51;      2;    100.00;      0.00;      8.31
     14.51;      1;    100.00;      7.00;      0.24
     15.01;      2;    100.00;      0.00;      8.31
     15.01;      1;    100.00;      7.00;      0.24
     15.51;      2;    100.00;      0.00;      8.31
     15.51;      1;    100.00;      7.00;      0.24
     16.01;      2;    100.00;      0.00;      8.31
     16.01;      1;    100.00;      7.00;      0.24
     16.51;      2;    100.00;      0.00;      8.31
     16.51;      1;    100.00;      7.00;      0.24
     17.01;      2;    100.00;      0.00;      8.31
     17.01;      1;    100.00;      7.00;      0.24
     17.51;      2;    100.00;      0.00;      8.31
     17.51;      1;    100.00;      7.00;      0.24
     18.01;      2;      0.00;      0.00;      0.00
     18.01;      1;    100.00;      7.00;      0.24
     18.51;      2;    100.00;      0.00;      9.16
     18.51;      1;    100.00;      7.00;      0.26
     19.01;      2;    100.00;      0.00;      9.16
     19.01;      1;    100.00;      7.00;      0.26
     19.51;      2;    100.00;      0.00;      9.16
     19.51;      1;    100.00;      7.00;      0.26
     20.01;      2;    100.00;      0.00;      9.16
     20.01;      1;    100.00;      7.00;      0.26
     20.51;      2;    100.00;      0.00;      9.16
     20.51;      1;    100.00;      7.00;      0.26
     21.01;      2;    100.00;      0.00;      9.16
     21.01;      1;    100.00;      7.00;      0.26
     21.51;      2;    100.00;      0.00;      9.16
     21.51;      1;    100.00;      7.00;      0.26
     22.01;      2;    100.00;      0.00;      9.16
     22.01;      1;    100.00;      7.00;      0.26
     22.51;      2;    100.00;      0.00;      9.16
     22.51;      1;    100.00;      7.00;      0.26
     23.01;      2;    100.00;      0.00;      9.16
     23.01;      1;      0.00;      0.00;      0.00
     23.51;      2;    100.00;      0.00;      9.45
     23.51;      1;    100.00;      7.00;      0.27
     24.01;      2;    100.00;      0.00;      9.45
     24.01;      1;    100.00;      7.00;      0.27
     24.51;      2;    100.00;      0.00;      9.45
     24.51;      1;    100.00;      7.00;      0.27
     25.01;      2;    100.00;      0.00;      9.45
     25.01;      1;    100.00;      7.00;      0.27
     25.51;      2;    100.00;      0.00;      9.45
     25.51;      1;    100.00;      7.00;      0.27
     26.01;      2;    100.00;      0.00;      9.45
     26.01;      1;    100.00;      7.00;      0.27
     26.51;      2;    100.00;      0.00;      9.45
     26.51;      1;    100.00;      7.00;      0.27
     27.01;      2;    100.00;      0.00;      9.45
     27.01;      1;    100.00;      7.00;      0.27
     27.51;      2;    100.00;      0.00;      9.45
     27.51;      1;    100.00;      7.00;      0.27
     28.01;      2;      0.00;      0.00;      0.00
     28.01;      1;    100.00;      7.00;      0.27
     28.51;      2;      0.00;      0.00;      0.00
     28.51;      1;    100.00;      7.00;      0.27
     29.01;      2;      0.00;      0.00;      0.00
     29.01;      1;    100.00;      7.00;      0.27
     29.51;      2;    100.00;      0.00;     10.66
     29.51;      1;    100.00;      7.00;      0.30
     30.01;      2;    100.00;      0.00;     10.66
     30.01;      1;    100.00;      7.00;      0.30
     30.51;      2;    100.00;      0.00;     10.66
     30.51;      1;    100.00;      7.00;      0.30
     31.01;      2;    100.00;      0.00;     10.66
     31.01;      1;    100.00;      7.00;      0.30
     31.51;      2;    100.00;      0.00;     10.66
     31.51;      1;    100.00;      7.00;      0.30
     32.01;      2;    100.00;      0.00;     10.66
     32.01;      1;    100.00;      7.00;      0.30
