      time;   vmId;percentCPU; percentIO;percentRAM
      0.01;      2;      0.00;      0.00;      0.00
      0.01;      1;      0.00;      0.00;      0.00
      0.51;      2;      0.00;      0.00;      0.00
      0.51;      1;      0.00;      0.00;      0.00
      1.01;      2;      0.00;      0.00;      0.00
      1.01;      1;      0.00;      0.00;      0.00
      1.51;      2;      0.00;      0.00;      0.00
      1.51;      1;      0.00;      0.00;      0.00
      2.01;      2;      0.00;      0.00;      0.00
      2.01;      1;      0.00;      0.00;      0.00
      2.51;      2;      0.00;      0.00;      0.00
      2.51;      1;      0.00;      0.00;      0.00
      3.01;      2;      0.00;      0.00;      0.00
      3.01;      1;      0.00;      0.00;      0.00
      3.51;      2;      0.00;      0.00;      0.00
      3.51;      1;      0.00;      0.00;      0.00
      4.01;      2;      0.00;      0.00;      0.00
      4.01;      1;      0.00;      0.00;      0.00
      4.51;      2;      0.00;      0.00;      0.00
      4.51;      1;      0.00;      0.00;      0.00
      5.01;      2;    100.00;      0.00;      6.94
      5.01;      1;    100.00;      6.00;      0.21
      5.51;      2;    100.00;      0.00;      6.94
      5.51;      1;    100.00;      6.00;      0.21
      6.01;      2;    100.00;      0.00;      6.94
      6.01;      1;    100.00;      6.00;      0.21
      6.51;      2;    100.00;      0.00;      6.94
      6.51;      1;    100.00;      6.00;      0.21
      7.01;      2;    100.00;      0.00;      6.94
      7.01;      1;    100.00;      6.00;      0.21
      7.51;      2;    100.00;      0.00;      6.94
      7.51;      1;    100.00;      6.00;      0.21
      8.01;      2;    100.00;      0.00;      6.94
      8.01;      1;    100.00;      6.00;      0.21
      8.51;      2;    100.00;      0.00;      6.94
      8.51;      1;    100.00;      6.00;      0.21
      9.01;      2;    100.00;      0.00;      6.94
      9.01;      1;    100.00;      6.00;      0.21
      9.51;      2;    100.00;      0.00;      6.94
      9.51;      1;      0.00;      0.00;      0.00
     10.01;      2;    100.00;      0.00;      6.94
     10.01;      1;      0.00;      0.00;      0.00
     10.51;      2;    100.00;      0.00;      6.94
     10.51;      1;      0.00;      0.00;      0.00
     11.01;      2;    100.00;      0.00;      6.94
     11.01;      1;      0.00;      0.00;      0.00
     11.51;      2;    100.00;      0.00;      6.94
     11.51;      1;      0.00;      0.00;      0.00
     12.01;      2;    100.00;      0.00;      7.13
     12.01;      1;    100.00;      6.00;      0.21
     12.51;      2;    100.00;      0.00;      7.13
     12.51;      1;    100.00;      6.00;      0.21
     13.01;      2;    100.00;      0.00;      7.13
     13.01;      1;    100.00;      6.00;      0.21
     13.51;      2;    100.00;      0.00;      7.13
     13.51;      1;    100.00;      6.00;      0.21
     14.01;      2;    100.00;      0.00;      7.13
     14.01;      1;    100.00;      6.00;      0.21
     14.51;      2;    100.00;      0.00;      7.13
     14.51;      1;    100.00;      6.00;      0.21
     15.01;      2;    100.00;      0.00;      7.13
     15.01;      1;    100.00;      6.00;      0.21
     15.51;      2;    100.00;      0.00;      7.13
     15.51;      1;    100.00;      6.00;      0.21
     16.01;      2;      0.00;      0.00;      0.00
     16.01;      1;    100.00;      6.00;      0.21
     16.51;      2;      0.00;      0.00;      0.00
     16.51;      1;      0.00;      0.00;      0.00
     17.01;      2;    100.00;      0.00;      7.85
     17.01;      1;    100.00;      6.00;      0.22
     17.51;      2;    100.00;      0.00;      7.85
     17.51;      1;    100.00;      6.00;      0.22
     18.01;      2;    100.00;      0.00;      7.85
     18.01;      1;    100.00;      6.00;      0.22
     18.51;      2;    100.00;      0.00;      7.85
     18.51;      1;    100.00;      6.00;      0.22
     19.01;      2;    100.00;      0.00;      7.85
     19.01;      1;    100.00;      6.00;      0.22
     19.51;      2;    100.00;      0.00;      7.85
     19.51;      1;    100.00;      6.00;      0.22
     20.01;      2;    100.00;      0.00;      7.85
     20.01;      1;    100.00;      6.00;      0.22
     20.51;      2;    100.00;      0.00;      7.85
     20.51;      1;      0.00;      0.00;      0.00
     21.01;      2;      0.00;      0.00;      0.00
     21.01;      1;      0.00;      0.00;      0.00
     21.51;      2;      0.00;      0.00;      0.00
     21.51;      1;      0.00;      0.00;      0.00
     22.01;      2;    100.00;      0.00;      8.10
     22.01;      1;    100.00;      6.00;      0.23
     22.51;      2;    100.00;      0.00;      8.10
     22.51;      1;    100.00;      6.00;      0.23
     23.01;      2;    100.00;      0.00;      8.10
     23.01;      1;    100.00;      6.00;      0.23
     23.51;      2;    100.00;      0.00;      8.10
     23.51;      1;    100.00;      6.00;      0.23
     24.01;      2;    100.00;      0.00;      8.10
     24.01;      1;    100.00;      6.00;      0.23
     24.51;      2;    100.00;      0.00;      8.10
     24.51;      1;    100.00;      6.00;      0.23
     25.01;      2;    100.00;      0.00;      8.10
     25.01;      1;    100.00;      6.00;      0.23
     25.51;      2;    100.00;      0.00;      8.10
     25.51;      1;    100.00;      6.00;      0.23
     26.01;      2;      0.00;      0.00;      0.00
     26.01;      1;    100.00;      6.00;      0.23
     26.51;      2;      0.00;      0.00;      0.00
     26.51;      1;      0.00;      0.00;      0.00
     27.01;      2;    100.00;      0.00;      9.14
     27.01;      1;    100.00;      6.00;      0.26
     27.51;      2;    100.00;      0.00;      9.14
     27.51;      1;    100.00;      6.00;      0.26
     28.01;      2;    100.00;      0.00;      9.14
     28.01;      1;    100.00;      6.00;      0.26
     28.51;      2;    100.00;      0.00;      9.14
     28.51;      1;    100.00;      6.00;      0.26
     29.01;      2;    100.00;      0.00;      9.14
     29.01;      1;    100.00;      6.00;      0.26
     29.51;      2;    100.00;      0.00;      9.14
     29.51;      1;    100.00;      6.00;      0.26
     30.01;      2;    100.00;      0.00;      9.14
     30.01;      1;    100.00;      6.00;      0.26
     30.51;      2;    100.00;      0.00;      9.14
     30.51;      1;    100.00;      6.00;      0.26
     31.01;      2;      0.00;      0.00;      0.00
     31.01;      1;      0.00;      0.00;      0.00
     31.51;      2;      0.00;      0.00;      0.00
     31.51;      1;      0.00;      0.00;      0.00
     32.01;      2;    100.00;      0.00;      8.00
     32.01;      1;    100.00;      6.00;      0.26
