startTime, endTime, duration, transitionsDone, transitionsLeft, summary, sessionName
1362381148, 1362381329, 181, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession4
1362381148, 1362381331, 183, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession11
1362381148, 1362381333, 185, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession15
1362381148, 1362381333, 185, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession13
1362381148, 1362381334, 186, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession17
1362381148, 1362381337, 189, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession14
1362381148, 1362381338, 190, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession0
1362381148, 1362381341, 193, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession5
1362381148, 1362381345, 197, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession7
1362381148, 1362381347, 199, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession10
1362381148, 1362381348, 200, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession3
1362381148, 1362381351, 203, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession8
1362381148, 1362381354, 206, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession6
1362381148, 1362381363, 215, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession16
1362381148, 1362381364, 216, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession2
1362381148, 1362381365, 217, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession12
1362381148, 1362381372, 224, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession19
1362381148, 1362381378, 230, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession1
1362381148, 1362381383, 235, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession9
1362381148, 1362381395, 247, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession18
