startTime, endTime, duration, transitionsDone, transitionsLeft, summary, sessionName
1362550821, 1362550957, 136, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession74
1362550821, 1362550958, 137, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession98
1362550821, 1362550959, 138, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession0
1362550821, 1362550960, 139, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession68
1362550821, 1362550960, 139, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession64
1362550821, 1362550960, 139, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession108
1362550821, 1362550960, 139, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession24
1362550821, 1362550960, 139, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession119
1362550821, 1362550961, 140, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession69
1362550821, 1362550962, 141, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession8
1362550821, 1362550963, 142, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession166
1362550821, 1362550964, 143, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession48
1362550821, 1362550965, 144, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession109
1362550821, 1362550965, 144, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession46
1362550821, 1362550966, 145, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession118
1362550821, 1362550966, 145, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession10
1362550821, 1362550966, 145, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession9
1362550821, 1362550966, 145, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession15
1362550821, 1362550967, 146, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession14
1362550821, 1362550969, 148, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession77
1362550821, 1362550969, 148, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession96
1362550821, 1362550969, 148, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession229
1362550821, 1362550969, 148, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession117
1362550821, 1362550969, 148, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession218
1362550821, 1362550970, 149, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession201
1362550821, 1362550970, 149, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession177
1362550821, 1362550971, 150, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession85
1362550821, 1362550971, 150, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession120
1362550821, 1362550972, 151, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession32
1362550821, 1362550972, 151, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession65
1362550821, 1362550972, 151, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession52
1362550821, 1362550972, 151, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession192
1362550821, 1362550973, 152, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession173
1362550821, 1362550974, 153, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession84
1362550821, 1362550974, 153, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession102
1362550821, 1362550974, 153, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession208
1362550821, 1362550974, 153, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession50
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession185
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession99
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession239
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession21
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession209
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession162
1362550821, 1362550975, 154, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession95
1362550821, 1362550976, 155, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession246
