      time;   vmId;percentCPU; percentIO;percentRAM
      0.01;      2;      0.00;      0.00;      0.00
      0.01;      1;      0.00;      0.00;      0.00
      1.01;      2;      0.00;      0.00;      0.00
      1.01;      1;      0.00;      0.00;      0.00
      2.01;      2;      0.00;      0.00;      0.00
      2.01;      1;      0.00;      0.00;      0.00
      3.01;      2;      0.00;      0.00;      0.00
      3.01;      1;      0.00;      0.00;      0.00
      4.01;      2;      0.00;      0.00;      0.00
      4.01;      1;      0.00;      0.00;      0.00
      5.01;      2;    100.00;      0.00;      2.26
      5.01;      1;    100.00;      4.00;      0.16
      6.01;      2;    100.00;      0.00;      2.26
      6.01;      1;    100.00;      4.00;      0.16
      7.01;      2;    100.00;      0.00;      2.26
      7.01;      1;    100.00;      4.00;      0.16
      8.01;      2;    100.00;      0.00;      2.26
      8.01;      1;    100.00;      4.00;      0.16
      9.01;      2;    100.00;      0.00;      2.26
      9.01;      1;    100.00;      4.00;      0.16
     10.01;      2;    100.00;      0.00;      3.24
     10.01;      1;    100.00;      4.00;      0.21
     11.01;      2;    100.00;      0.00;      3.24
     11.01;      1;    100.00;      4.00;      0.21
     12.01;      2;    100.00;      0.00;      3.24
     12.01;      1;    100.00;      4.00;      0.21
     13.01;      2;    100.00;      0.00;      3.24
     13.01;      1;    100.00;      4.00;      0.21
     14.01;      2;      0.00;      0.00;      0.00
     14.01;      1;      0.00;      0.00;      0.00
     15.01;      2;    100.00;      0.00;      4.64
     15.01;      1;    100.00;      4.00;      0.22
     16.01;      2;    100.00;      0.00;      4.64
     16.01;      1;    100.00;      4.00;      0.22
     17.01;      2;    100.00;      0.00;      4.64
     17.01;      1;    100.00;      4.00;      0.22
     18.01;      2;    100.00;      0.00;      4.64
     18.01;      1;    100.00;      4.00;      0.22
     19.01;      2;      0.00;      0.00;      0.00
     19.01;      1;      0.00;      0.00;      0.00
     20.01;      2;    100.00;      0.00;      4.78
     20.01;      1;    100.00;      4.00;      0.23
     21.01;      2;    100.00;      0.00;      4.78
     21.01;      1;    100.00;      4.00;      0.23
     22.01;      2;    100.00;      0.00;      4.78
     22.01;      1;    100.00;      4.00;      0.23
     23.01;      2;    100.00;      0.00;      4.78
     23.01;      1;    100.00;      4.00;      0.23
     24.01;      2;      0.00;      0.00;      0.00
     24.01;      1;      0.00;      0.00;      0.00
     25.01;      2;    100.00;      0.00;      5.01
     25.01;      1;    100.00;      4.00;      0.24
     26.01;      2;    100.00;      0.00;      5.01
     26.01;      1;    100.00;      4.00;      0.24
     27.01;      2;    100.00;      0.00;      5.01
     27.01;      1;    100.00;      4.00;      0.24
     28.01;      2;    100.00;      0.00;      5.01
     28.01;      1;      0.00;      0.00;      0.00
     29.01;      2;      0.00;      0.00;      0.00
     29.01;      1;      0.00;      0.00;      0.00
     30.01;      2;    100.00;      0.00;      5.25
     30.01;      1;    100.00;      4.00;      0.24
     31.01;      2;    100.00;      0.00;      5.25
     31.01;      1;    100.00;      4.00;      0.24
     32.01;      2;    100.00;      0.00;      5.25
     32.01;      1;    100.00;      4.00;      0.24
     33.01;      2;    100.00;      0.00;      5.25
     33.01;      1;    100.00;      4.00;      0.24
     34.01;      2;      0.00;      0.00;      0.00
     34.01;      1;    100.00;      4.00;      0.24
     35.01;      2;    100.00;      0.00;      5.40
     35.01;      1;    100.00;      4.00;      0.24
     36.01;      2;    100.00;      0.00;      5.40
     36.01;      1;    100.00;      4.00;      0.24
     37.01;      2;    100.00;      0.00;      5.40
     37.01;      1;    100.00;      4.00;      0.24
     38.01;      2;    100.00;      0.00;      5.40
     38.01;      1;    100.00;      4.00;      0.24
     39.01;      2;    100.00;      0.00;      5.40
     39.01;      1;      0.00;      0.00;      0.00
     40.01;      2;    100.00;      0.00;      5.56
     40.01;      1;    100.00;      4.00;      0.26
     41.01;      2;    100.00;      0.00;      5.56
     41.01;      1;    100.00;      4.00;      0.26
     42.01;      2;    100.00;      0.00;      5.56
     42.01;      1;    100.00;      4.00;      0.26
     43.01;      2;    100.00;      0.00;      5.56
     43.01;      1;    100.00;      4.00;      0.26
     44.01;      2;    100.00;      0.00;      5.56
     44.01;      1;    100.00;      4.00;      0.26
     45.01;      2;    100.00;      0.00;      5.56
     45.01;      1;      0.00;      0.00;      0.00
     46.01;      2;    100.00;      0.00;      5.70
     46.01;      1;    100.00;      4.00;      0.26
     47.01;      2;    100.00;      0.00;      5.70
     47.01;      1;    100.00;      4.00;      0.26
     48.01;      2;    100.00;      0.00;      5.70
     48.01;      1;    100.00;      4.00;      0.26
     49.01;      2;    100.00;      0.00;      5.70
     49.01;      1;      0.00;      0.00;      0.00
     50.01;      2;      0.00;      0.00;      0.00
     50.01;      1;      0.00;      0.00;      0.00
     51.01;      2;    100.00;      0.00;      5.83
     51.01;      1;    100.00;      4.00;      0.26
     52.01;      2;    100.00;      0.00;      5.83
     52.01;      1;    100.00;      4.00;      0.26
     53.01;      2;    100.00;      0.00;      5.83
     53.01;      1;    100.00;      4.00;      0.26
     54.01;      2;    100.00;      0.00;      5.83
     54.01;      1;      0.00;      0.00;      0.00
     55.01;      2;      0.00;      0.00;      0.00
     55.01;      1;      0.00;      0.00;      0.00
     56.01;      2;    100.00;      0.00;      5.98
     56.01;      1;    100.00;      4.00;      0.27
     57.01;      2;    100.00;      0.00;      5.98
     57.01;      1;    100.00;      4.00;      0.27
     58.01;      2;    100.00;      0.00;      5.98
     58.01;      1;    100.00;      4.00;      0.27
     59.01;      2;      0.00;      0.00;      0.00
     59.01;      1;      0.00;      0.00;      0.00
     60.01;      2;      0.00;      0.00;      0.00
     60.01;      1;      0.00;      0.00;      0.00
     61.01;      2;    100.00;      0.00;      6.09
     61.01;      1;    100.00;      4.00;      0.28
     62.01;      2;    100.00;      0.00;      6.09
     62.01;      1;    100.00;      4.00;      0.28
     63.01;      2;    100.00;      0.00;      6.09
     63.01;      1;      0.00;      0.00;      0.00
     64.01;      2;      0.00;      0.00;      0.00
     64.01;      1;      0.00;      0.00;      0.00
