      time;   vmId;percentCPU; percentIO;percentRAM
      0.01;      2;      0.00;      0.00;      0.00
      0.01;      1;      0.00;      0.00;      0.00
      1.01;      2;      0.00;      0.00;      0.00
      1.01;      1;      0.00;      0.00;      0.00
      2.01;      2;      0.00;      0.00;      0.00
      2.01;      1;      0.00;      0.00;      0.00
      3.01;      2;      0.00;      0.00;      0.00
      3.01;      1;      0.00;      0.00;      0.00
      4.01;      2;      0.00;      0.00;      0.00
      4.01;      1;      0.00;      0.00;      0.00
      5.01;      2;    100.00;      0.00;      3.38
      5.01;      1;    100.00;      6.00;      0.25
      6.01;      2;    100.00;      0.00;      3.38
      6.01;      1;    100.00;      6.00;      0.25
      7.01;      2;    100.00;      0.00;      3.38
      7.01;      1;    100.00;      6.00;      0.25
      8.01;      2;    100.00;      0.00;      3.38
      8.01;      1;    100.00;      6.00;      0.25
      9.01;      2;    100.00;      0.00;      3.38
      9.01;      1;    100.00;      6.00;      0.25
     10.01;      2;    100.00;      0.00;      3.38
     10.01;      1;    100.00;      6.00;      0.25
     11.01;      2;    100.00;      0.00;      3.38
     11.01;      1;    100.00;      6.00;      0.25
     12.01;      2;    100.00;      0.00;      3.38
     12.01;      1;      0.00;      0.00;      0.00
     13.01;      2;    100.00;      0.00;      4.85
     13.01;      1;    100.00;      6.00;      0.31
     14.01;      2;    100.00;      0.00;      4.85
     14.01;      1;    100.00;      6.00;      0.31
     15.01;      2;    100.00;      0.00;      4.85
     15.01;      1;    100.00;      6.00;      0.31
     16.01;      2;    100.00;      0.00;      4.85
     16.01;      1;    100.00;      6.00;      0.31
     17.01;      2;    100.00;      0.00;      4.85
     17.01;      1;    100.00;      6.00;      0.31
     18.01;      2;    100.00;      0.00;      6.96
     18.01;      1;    100.00;      6.00;      0.33
     19.01;      2;    100.00;      0.00;      6.96
     19.01;      1;    100.00;      6.00;      0.33
     20.01;      2;    100.00;      0.00;      6.96
     20.01;      1;    100.00;      6.00;      0.33
     21.01;      2;    100.00;      0.00;      6.96
     21.01;      1;    100.00;      6.00;      0.33
     22.01;      2;    100.00;      0.00;      6.96
     22.01;      1;    100.00;      6.00;      0.33
     23.01;      2;    100.00;      0.00;      6.96
     23.01;      1;      0.00;      0.00;      0.00
     24.01;      2;    100.00;      0.00;      7.17
     24.01;      1;    100.00;      6.00;      0.35
     25.01;      2;    100.00;      0.00;      7.17
     25.01;      1;    100.00;      6.00;      0.35
     26.01;      2;    100.00;      0.00;      7.17
     26.01;      1;    100.00;      6.00;      0.35
     27.01;      2;    100.00;      0.00;      7.17
     27.01;      1;    100.00;      6.00;      0.35
     28.01;      2;    100.00;      0.00;      7.17
     28.01;      1;    100.00;      6.00;      0.35
     29.01;      2;    100.00;      0.00;      7.17
     29.01;      1;    100.00;      6.00;      0.35
     30.01;      2;    100.00;      0.00;      7.52
     30.01;      1;    100.00;      6.00;      0.36
     31.01;      2;    100.00;      0.00;      7.52
     31.01;      1;    100.00;      6.00;      0.36
     32.01;      2;    100.00;      0.00;      7.52
     32.01;      1;    100.00;      6.00;      0.36
     33.01;      2;    100.00;      0.00;      7.52
     33.01;      1;      0.00;      0.00;      0.00
     34.01;      2;    100.00;      0.00;      7.52
     34.01;      1;      0.00;      0.00;      0.00
     35.01;      2;    100.00;      0.00;      7.87
     35.01;      1;    100.00;      6.00;      0.36
     36.01;      2;    100.00;      0.00;      7.87
     36.01;      1;    100.00;      6.00;      0.36
     37.01;      2;    100.00;      0.00;      7.87
     37.01;      1;    100.00;      6.00;      0.36
     38.01;      2;    100.00;      0.00;      7.87
     38.01;      1;    100.00;      6.00;      0.36
     39.01;      2;    100.00;      0.00;      7.87
     39.01;      1;    100.00;      6.00;      0.36
     40.01;      2;    100.00;      0.00;      7.87
     40.01;      1;    100.00;      6.00;      0.36
     41.01;      2;    100.00;      0.00;      8.10
     41.01;      1;    100.00;      6.00;      0.36
     42.01;      2;    100.00;      0.00;      8.10
     42.01;      1;    100.00;      6.00;      0.36
     43.01;      2;    100.00;      0.00;      8.10
     43.01;      1;    100.00;      6.00;      0.36
     44.01;      2;    100.00;      0.00;      8.10
     44.01;      1;    100.00;      6.00;      0.36
     45.01;      2;    100.00;      0.00;      8.10
     45.01;      1;    100.00;      6.00;      0.36
     46.01;      2;    100.00;      0.00;      8.10
     46.01;      1;    100.00;      6.00;      0.36
     47.01;      2;    100.00;      0.00;      8.10
     47.01;      1;      0.00;      0.00;      0.00
     48.01;      2;    100.00;      0.00;      8.33
     48.01;      1;    100.00;      6.00;      0.40
     49.01;      2;    100.00;      0.00;      8.33
     49.01;      1;    100.00;      6.00;      0.40
     50.01;      2;    100.00;      0.00;      8.33
     50.01;      1;    100.00;      6.00;      0.40
     51.01;      2;    100.00;      0.00;      8.33
     51.01;      1;    100.00;      6.00;      0.40
     52.01;      2;    100.00;      0.00;      8.33
     52.01;      1;    100.00;      6.00;      0.40
     53.01;      2;    100.00;      0.00;      8.33
     53.01;      1;    100.00;      6.00;      0.40
     54.01;      2;    100.00;      0.00;      8.33
     54.01;      1;    100.00;      6.00;      0.40
     55.01;      2;    100.00;      0.00;      8.33
     55.01;      1;    100.00;      6.00;      0.40
     56.01;      2;    100.00;      0.00;      8.33
     56.01;      1;      0.00;      0.00;      0.00
     57.01;      2;    100.00;      0.00;      8.55
     57.01;      1;    100.00;      6.00;      0.40
     58.01;      2;    100.00;      0.00;      8.55
     58.01;      1;    100.00;      6.00;      0.40
     59.01;      2;    100.00;      0.00;      8.55
     59.01;      1;    100.00;      6.00;      0.40
     60.01;      2;    100.00;      0.00;      8.55
     60.01;      1;    100.00;      6.00;      0.40
     61.01;      2;    100.00;      0.00;      8.55
     61.01;      1;      0.00;      0.00;      0.00
     62.01;      2;    100.00;      0.00;      8.75
     62.01;      1;    100.00;      6.00;      0.40
     63.01;      2;    100.00;      0.00;      8.75
     63.01;      1;    100.00;      6.00;      0.40
     64.01;      2;    100.00;      0.00;      8.75
     64.01;      1;    100.00;      6.00;      0.40
