      time;   vmId;percentCPU; percentIO;percentRAM
      0.01;      2;      0.00;      0.00;      0.00
      0.01;      1;      0.00;      0.00;      0.00
      1.01;      2;      0.00;      0.00;      0.00
      1.01;      1;      0.00;      0.00;      0.00
      2.01;      2;      0.00;      0.00;      0.00
      2.01;      1;      0.00;      0.00;      0.00
      3.01;      2;      0.00;      0.00;      0.00
      3.01;      1;      0.00;      0.00;      0.00
      4.01;      2;      0.00;      0.00;      0.00
      4.01;      1;      0.00;      0.00;      0.00
      5.01;      2;    100.00;      0.00;      3.95
      5.01;      1;    100.00;      7.00;      0.29
      6.01;      2;    100.00;      0.00;      3.95
      6.01;      1;    100.00;      7.00;      0.29
      7.01;      2;    100.00;      0.00;      3.95
      7.01;      1;    100.00;      7.00;      0.29
      8.01;      2;    100.00;      0.00;      3.95
      8.01;      1;    100.00;      7.00;      0.29
      9.01;      2;    100.00;      0.00;      3.95
      9.01;      1;    100.00;      7.00;      0.29
     10.01;      2;    100.00;      0.00;      3.95
     10.01;      1;    100.00;      7.00;      0.29
     11.01;      2;    100.00;      0.00;      3.95
     11.01;      1;    100.00;      7.00;      0.29
     12.01;      2;    100.00;      0.00;      3.95
     12.01;      1;    100.00;      7.00;      0.29
     13.01;      2;    100.00;      0.00;      3.95
     13.01;      1;      0.00;      0.00;      0.00
     14.01;      2;    100.00;      0.00;      5.66
     14.01;      1;    100.00;      7.00;      0.36
     15.01;      2;    100.00;      0.00;      5.66
     15.01;      1;    100.00;      7.00;      0.36
     16.01;      2;    100.00;      0.00;      5.66
     16.01;      1;    100.00;      7.00;      0.36
     17.01;      2;    100.00;      0.00;      5.66
     17.01;      1;    100.00;      7.00;      0.36
     18.01;      2;    100.00;      0.00;      5.66
     18.01;      1;    100.00;      7.00;      0.36
     19.01;      2;    100.00;      0.00;      5.66
     19.01;      1;    100.00;      7.00;      0.36
     20.01;      2;    100.00;      0.00;      5.66
     20.01;      1;      0.00;      0.00;      0.00
     21.01;      2;    100.00;      0.00;      8.12
     21.01;      1;    100.00;      7.00;      0.39
     22.01;      2;    100.00;      0.00;      8.12
     22.01;      1;    100.00;      7.00;      0.39
     23.01;      2;    100.00;      0.00;      8.12
     23.01;      1;    100.00;      7.00;      0.39
     24.01;      2;    100.00;      0.00;      8.12
     24.01;      1;    100.00;      7.00;      0.39
     25.01;      2;    100.00;      0.00;      8.12
     25.01;      1;    100.00;      7.00;      0.39
     26.01;      2;    100.00;      0.00;      8.12
     26.01;      1;      0.00;      0.00;      0.00
     27.01;      2;    100.00;      0.00;      8.36
     27.01;      1;    100.00;      7.00;      0.41
     28.01;      2;    100.00;      0.00;      8.36
     28.01;      1;    100.00;      7.00;      0.41
     29.01;      2;    100.00;      0.00;      8.36
     29.01;      1;    100.00;      7.00;      0.41
     30.01;      2;    100.00;      0.00;      8.36
     30.01;      1;    100.00;      7.00;      0.41
     31.01;      2;    100.00;      0.00;      8.36
     31.01;      1;    100.00;      7.00;      0.41
     32.01;      2;    100.00;      0.00;      8.36
     32.01;      1;    100.00;      7.00;      0.41
     33.01;      2;    100.00;      0.00;      8.36
     33.01;      1;    100.00;      7.00;      0.41
     34.01;      2;    100.00;      0.00;      8.78
     34.01;      1;    100.00;      7.00;      0.42
     35.01;      2;    100.00;      0.00;      8.78
     35.01;      1;    100.00;      7.00;      0.42
     36.01;      2;    100.00;      0.00;      8.78
     36.01;      1;    100.00;      7.00;      0.42
     37.01;      2;    100.00;      0.00;      8.78
     37.01;      1;    100.00;      7.00;      0.42
     38.01;      2;    100.00;      0.00;      8.78
     38.01;      1;      0.00;      0.00;      0.00
     39.01;      2;    100.00;      0.00;      8.78
     39.01;      1;      0.00;      0.00;      0.00
     40.01;      2;    100.00;      0.00;      9.19
     40.01;      1;    100.00;      7.00;      0.42
     41.01;      2;    100.00;      0.00;      9.19
     41.01;      1;    100.00;      7.00;      0.42
     42.01;      2;    100.00;      0.00;      9.19
     42.01;      1;    100.00;      7.00;      0.42
     43.01;      2;    100.00;      0.00;      9.19
     43.01;      1;    100.00;      7.00;      0.42
     44.01;      2;    100.00;      0.00;      9.19
     44.01;      1;    100.00;      7.00;      0.42
     45.01;      2;    100.00;      0.00;      9.19
     45.01;      1;    100.00;      7.00;      0.42
     46.01;      2;      0.00;      0.00;      0.00
     46.01;      1;    100.00;      7.00;      0.42
     47.01;      2;    100.00;      0.00;      9.45
     47.01;      1;    100.00;      7.00;      0.42
     48.01;      2;    100.00;      0.00;      9.45
     48.01;      1;    100.00;      7.00;      0.42
     49.01;      2;    100.00;      0.00;      9.45
     49.01;      1;    100.00;      7.00;      0.42
     50.01;      2;    100.00;      0.00;      9.45
     50.01;      1;    100.00;      7.00;      0.42
     51.01;      2;    100.00;      0.00;      9.45
     51.01;      1;    100.00;      7.00;      0.42
     52.01;      2;    100.00;      0.00;      9.45
     52.01;      1;    100.00;      7.00;      0.42
     53.01;      2;    100.00;      0.00;      9.45
     53.01;      1;    100.00;      7.00;      0.42
     54.01;      2;    100.00;      0.00;      9.45
     54.01;      1;      0.00;      0.00;      0.00
     55.01;      2;    100.00;      0.00;      9.72
     55.01;      1;    100.00;      7.00;      0.46
     56.01;      2;    100.00;      0.00;      9.72
     56.01;      1;    100.00;      7.00;      0.46
     57.01;      2;    100.00;      0.00;      9.72
     57.01;      1;    100.00;      7.00;      0.46
     58.01;      2;    100.00;      0.00;      9.72
     58.01;      1;    100.00;      7.00;      0.46
     59.01;      2;    100.00;      0.00;      9.72
     59.01;      1;    100.00;      7.00;      0.46
     60.01;      2;    100.00;      0.00;      9.72
     60.01;      1;    100.00;      7.00;      0.46
     61.01;      2;    100.00;      0.00;      9.72
     61.01;      1;    100.00;      7.00;      0.46
     62.01;      2;    100.00;      0.00;      9.72
     62.01;      1;    100.00;      7.00;      0.46
     63.01;      2;    100.00;      0.00;      9.72
     63.01;      1;    100.00;      7.00;      0.46
     64.01;      2;    100.00;      0.00;      9.72
     64.01;      1;      0.00;      0.00;      0.00
