      time;   vmId;percentCPU; percentIO;percentRAM
      0.01;      2;      0.00;      0.00;      0.00
      0.01;      1;      0.00;      0.00;      0.00
      1.01;      2;      0.00;      0.00;      0.00
      1.01;      1;      0.00;      0.00;      0.00
      2.01;      2;      0.00;      0.00;      0.00
      2.01;      1;      0.00;      0.00;      0.00
      3.01;      2;      0.00;      0.00;      0.00
      3.01;      1;      0.00;      0.00;      0.00
      4.01;      2;      0.00;      0.00;      0.00
      4.01;      1;      0.00;      0.00;      0.00
      5.01;      2;    100.00;      0.00;      2.82
      5.01;      1;    100.00;      5.00;      0.20
      6.01;      2;    100.00;      0.00;      2.82
      6.01;      1;    100.00;      5.00;      0.20
      7.01;      2;    100.00;      0.00;      2.82
      7.01;      1;    100.00;      5.00;      0.20
      8.01;      2;    100.00;      0.00;      2.82
      8.01;      1;    100.00;      5.00;      0.20
      9.01;      2;    100.00;      0.00;      2.82
      9.01;      1;    100.00;      5.00;      0.20
     10.01;      2;    100.00;      0.00;      2.82
     10.01;      1;    100.00;      5.00;      0.20
     11.01;      2;    100.00;      0.00;      2.82
     11.01;      1;      0.00;      0.00;      0.00
     12.01;      2;    100.00;      0.00;      4.05
     12.01;      1;    100.00;      5.00;      0.26
     13.01;      2;    100.00;      0.00;      4.05
     13.01;      1;    100.00;      5.00;      0.26
     14.01;      2;    100.00;      0.00;      4.05
     14.01;      1;    100.00;      5.00;      0.26
     15.01;      2;    100.00;      0.00;      4.05
     15.01;      1;    100.00;      5.00;      0.26
     16.01;      2;      0.00;      0.00;      0.00
     16.01;      1;      0.00;      0.00;      0.00
     17.01;      2;    100.00;      0.00;      5.80
     17.01;      1;    100.00;      5.00;      0.28
     18.01;      2;    100.00;      0.00;      5.80
     18.01;      1;    100.00;      5.00;      0.28
     19.01;      2;    100.00;      0.00;      5.80
     19.01;      1;    100.00;      5.00;      0.28
     20.01;      2;    100.00;      0.00;      5.80
     20.01;      1;      0.00;      0.00;      0.00
     21.01;      2;    100.00;      0.00;      5.80
     21.01;      1;      0.00;      0.00;      0.00
     22.01;      2;    100.00;      0.00;      5.97
     22.01;      1;    100.00;      5.00;      0.29
     23.01;      2;    100.00;      0.00;      5.97
     23.01;      1;    100.00;      5.00;      0.29
     24.01;      2;    100.00;      0.00;      5.97
     24.01;      1;    100.00;      5.00;      0.29
     25.01;      2;    100.00;      0.00;      5.97
     25.01;      1;    100.00;      5.00;      0.29
     26.01;      2;    100.00;      0.00;      5.97
     26.01;      1;      0.00;      0.00;      0.00
     27.01;      2;    100.00;      0.00;      6.27
     27.01;      1;    100.00;      5.00;      0.30
     28.01;      2;    100.00;      0.00;      6.27
     28.01;      1;    100.00;      5.00;      0.30
     29.01;      2;    100.00;      0.00;      6.27
     29.01;      1;      0.00;      0.00;      0.00
     30.01;      2;    100.00;      0.00;      6.27
     30.01;      1;      0.00;      0.00;      0.00
     31.01;      2;      0.00;      0.00;      0.00
     31.01;      1;      0.00;      0.00;      0.00
     32.01;      2;    100.00;      0.00;      6.56
     32.01;      1;    100.00;      5.00;      0.30
     33.01;      2;    100.00;      0.00;      6.56
     33.01;      1;    100.00;      5.00;      0.30
     34.01;      2;    100.00;      0.00;      6.56
     34.01;      1;    100.00;      5.00;      0.30
     35.01;      2;    100.00;      0.00;      6.56
     35.01;      1;    100.00;      5.00;      0.30
     36.01;      2;      0.00;      0.00;      0.00
     36.01;      1;    100.00;      5.00;      0.30
     37.01;      2;    100.00;      0.00;      6.75
     37.01;      1;    100.00;      5.00;      0.30
     38.01;      2;    100.00;      0.00;      6.75
     38.01;      1;    100.00;      5.00;      0.30
     39.01;      2;    100.00;      0.00;      6.75
     39.01;      1;    100.00;      5.00;      0.30
     40.01;      2;    100.00;      0.00;      6.75
     40.01;      1;    100.00;      5.00;      0.30
     41.01;      2;    100.00;      0.00;      6.75
     41.01;      1;      0.00;      0.00;      0.00
     42.01;      2;    100.00;      0.00;      6.75
     42.01;      1;      0.00;      0.00;      0.00
     43.01;      2;    100.00;      0.00;      6.95
     43.01;      1;    100.00;      5.00;      0.33
     44.01;      2;    100.00;      0.00;      6.95
     44.01;      1;    100.00;      5.00;      0.33
     45.01;      2;    100.00;      0.00;      6.95
     45.01;      1;    100.00;      5.00;      0.33
     46.01;      2;    100.00;      0.00;      6.95
     46.01;      1;    100.00;      5.00;      0.33
     47.01;      2;    100.00;      0.00;      6.95
     47.01;      1;    100.00;      5.00;      0.33
     48.01;      2;    100.00;      0.00;      6.95
     48.01;      1;    100.00;      5.00;      0.33
     49.01;      2;    100.00;      0.00;      7.12
     49.01;      1;    100.00;      5.00;      0.33
     50.01;      2;    100.00;      0.00;      7.12
     50.01;      1;    100.00;      5.00;      0.33
     51.01;      2;    100.00;      0.00;      7.12
     51.01;      1;    100.00;      5.00;      0.33
     52.01;      2;    100.00;      0.00;      7.12
     52.01;      1;    100.00;      5.00;      0.33
     53.01;      2;    100.00;      0.00;      7.12
     53.01;      1;      0.00;      0.00;      0.00
     54.01;      2;    100.00;      0.00;      7.29
     54.01;      1;    100.00;      5.00;      0.33
     55.01;      2;    100.00;      0.00;      7.29
     55.01;      1;    100.00;      5.00;      0.33
     56.01;      2;    100.00;      0.00;      7.29
     56.01;      1;    100.00;      5.00;      0.33
     57.01;      2;    100.00;      0.00;      7.29
     57.01;      1;    100.00;      5.00;      0.33
     58.01;      2;    100.00;      0.00;      7.29
     58.01;      1;      0.00;      0.00;      0.00
     59.01;      2;    100.00;      0.00;      7.29
     59.01;      1;      0.00;      0.00;      0.00
     60.01;      2;    100.00;      0.00;      7.47
     60.01;      1;    100.00;      5.00;      0.33
     61.01;      2;    100.00;      0.00;      7.47
     61.01;      1;    100.00;      5.00;      0.33
     62.01;      2;    100.00;      0.00;      7.47
     62.01;      1;    100.00;      5.00;      0.33
     63.01;      2;      0.00;      0.00;      0.00
     63.01;      1;    100.00;      5.00;      0.33
     64.01;      2;      0.00;      0.00;      0.00
     64.01;      1;      0.00;      0.00;      0.00
