startTime, endTime, duration, transitionsDone, transitionsLeft, summary, sessionName
1362655796, 1362656056, 260, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession63
1362655796, 1362656057, 261, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession597
1362655796, 1362656058, 262, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession75
1362655796, 1362656058, 262, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession604
1362655796, 1362656064, 268, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession130
1362655796, 1362656064, 268, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession483
1362655796, 1362656067, 271, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession508
1362655796, 1362656067, 271, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession682
1362655796, 1362656068, 272, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession503
1362655796, 1362656068, 272, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession366
1362655796, 1362656069, 273, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession106
1362655796, 1362656070, 274, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession561
1362655796, 1362656070, 274, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession586
1362655796, 1362656071, 275, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession124
1362655796, 1362656072, 276, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession52
1362655796, 1362656072, 276, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession100
1362655796, 1362656072, 276, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession16
1362655796, 1362656073, 277, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession276
1362655796, 1362656074, 278, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession85
1362655796, 1362656074, 278, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession439
1362655796, 1362656075, 279, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession505
1362655796, 1362656075, 279, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession417
1362655796, 1362656076, 280, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession125
1362655796, 1362656078, 282, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession517
1362655796, 1362656078, 282, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession113
1362655796, 1362656079, 283, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession172
1362655796, 1362656079, 283, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession25
1362655796, 1362656079, 283, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession176
1362655796, 1362656080, 284, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession49
1362655796, 1362656080, 284, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession533
1362655796, 1362656080, 284, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession690
1362655796, 1362656081, 285, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession670
1362655796, 1362656081, 285, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession605
1362655796, 1362656082, 286, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession136
1362655796, 1362656082, 286, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession485
1362655796, 1362656083, 287, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession24
1362655796, 1362656083, 287, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession521
1362655796, 1362656083, 287, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession61
1362655796, 1362656083, 287, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession81
1362655796, 1362656083, 287, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession657
1362655796, 1362656084, 288, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession69
1362655796, 1362656084, 288, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession414
1362655796, 1362656084, 288, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession32
1362655796, 1362656084, 288, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession11
1362655796, 1362656085, 289, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession668
1362655796, 1362656085, 289, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession62
1362655796, 1362656085, 289, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession613
1362655796, 1362656086, 290, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession466
1362655796, 1362656086, 290, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession351
1362655796, 1362656087, 291, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession102
1362655796, 1362656087, 291, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession190
1362655796, 1362656087, 291, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession398
1362655796, 1362656087, 291, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession431
1362655796, 1362656087, 291, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession447
1362655796, 1362656089, 293, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession274
1362655796, 1362656089, 293, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession373
1362655796, 1362656089, 293, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession13
1362655796, 1362656089, 293, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession70
