startTime, endTime, duration, transitionsDone, transitionsLeft, summary, sessionName
1362008667, 1362009168, 501, 5, 145, ABORTED, UserSession1175
1362008667, 1362009169, 502, 18, 132, ABORTED, UserSession1048
1362008667, 1362009168, 501, 12, 138, ABORTED, UserSession1031
1362008667, 1362009168, 501, 5, 145, ABORTED, UserSession400
1362008668, 1362009169, 501, 13, 137, ABORTED, UserSession2489
1362008667, 1362009169, 502, 13, 137, ABORTED, UserSession548
1362008667, 1362009169, 502, 15, 135, ABORTED, UserSession1297
1362008667, 1362009169, 502, 7, 143, ABORTED, UserSession1082
1362008667, 1362009169, 502, 8, 142, ABORTED, UserSession197
1362008667, 1362009169, 502, 3, 147, ABORTED, UserSession271
1362008667, 1362009169, 502, 11, 139, ABORTED, UserSession856
1362008667, 1362009169, 502, 11, 139, ABORTED, UserSession164
1362008667, 1362009169, 502, 8, 142, ABORTED, UserSession1168
1362008667, 1362009169, 502, 26, 124, ABORTED, UserSession138
1362008667, 1362009169, 502, 6, 144, ABORTED, UserSession1763
1362008667, 1362009169, 502, 11, 139, ABORTED, UserSession676
1362008667, 1362009169, 502, 12, 138, ABORTED, UserSession1566
1362008668, 1362009169, 501, 12, 138, ABORTED, UserSession2437
1362008667, 1362009169, 502, 4, 146, ABORTED, UserSession403
1362008667, 1362009169, 502, 8, 142, ABORTED, UserSession1768
1362008667, 1362009169, 502, 8, 142, ABORTED, UserSession1896
1362008667, 1362009170, 503, 10, 140, ABORTED, UserSession8
1362008667, 1362009170, 503, 12, 138, ABORTED, UserSession1371
1362008667, 1362009170, 503, 5, 145, ABORTED, UserSession1295
1362008667, 1362009170, 503, 3, 147, ABORTED, UserSession1729
1362008667, 1362009170, 503, 14, 136, ABORTED, UserSession1637
1362008667, 1362009170, 503, 6, 144, ABORTED, UserSession919
1362008668, 1362009170, 502, 9, 141, ABORTED, UserSession2170
1362008668, 1362009170, 502, 12, 138, ABORTED, UserSession2258
1362008667, 1362009170, 503, 4, 146, ABORTED, UserSession1855
1362008667, 1362009171, 504, 11, 139, ABORTED, UserSession999
1362008668, 1362009171, 503, 9, 141, ABORTED, UserSession2462
1362008667, 1362009171, 504, 13, 137, ABORTED, UserSession464
1362008667, 1362009171, 504, 4, 146, ABORTED, UserSession419
1362008667, 1362009171, 504, 18, 132, ABORTED, UserSession29
1362008668, 1362009171, 503, 14, 136, ABORTED, UserSession2217
1362008667, 1362009171, 504, 13, 137, ABORTED, UserSession562
1362008667, 1362009171, 504, 14, 136, ABORTED, UserSession683
1362008667, 1362009171, 504, 6, 144, ABORTED, UserSession1234
1362008667, 1362009172, 505, 4, 146, ABORTED, UserSession2134
1362008668, 1362009172, 504, 14, 136, ABORTED, UserSession2235
1362008668, 1362009173, 505, 13, 137, ABORTED, UserSession2432
1362008667, 1362009173, 506, 9, 141, ABORTED, UserSession1905
1362008667, 1362009174, 507, 8, 142, ABORTED, UserSession1696
1362008667, 1362009174, 507, 3, 147, ABORTED, UserSession1852
1362008668, 1362009175, 507, 4, 146, ABORTED, UserSession2298
1362008667, 1362009175, 508, 14, 136, ABORTED, UserSession74
1362008668, 1362009175, 507, 7, 143, ABORTED, UserSession2491
1362008667, 1362009176, 509, 2, 148, ABORTED, UserSession252
1362008667, 1362009176, 509, 9, 141, ABORTED, UserSession1952
1362008667, 1362009178, 511, 12, 138, ABORTED, UserSession887
1362008668, 1362009178, 510, 14, 136, ABORTED, UserSession2236
1362008667, 1362009179, 512, 2, 148, ABORTED, UserSession245
1362008667, 1362009179, 512, 4, 146, ABORTED, UserSession1141
1362008667, 1362009179, 512, 7, 143, ABORTED, UserSession1192
1362008668, 1362009179, 511, 6, 144, ABORTED, UserSession2487
1362008667, 1362009179, 512, 8, 142, ABORTED, UserSession294
1362008667, 1362009179, 512, 22, 128, ABORTED, UserSession93
1362008667, 1362009180, 513, 8, 142, ABORTED, UserSession1814
1362008668, 1362009180, 512, 6, 144, ABORTED, UserSession2238
1362008668, 1362009180, 512, 7, 143, ABORTED, UserSession2267
1362008667, 1362009180, 513, 5, 145, ABORTED, UserSession1495
1362008667, 1362009181, 514, 12, 138, ABORTED, UserSession3
1362008668, 1362009181, 513, 17, 133, ABORTED, UserSession2169
1362008667, 1362009181, 514, 18, 132, ABORTED, UserSession896
1362008667, 1362009181, 514, 14, 136, ABORTED, UserSession819
1362008667, 1362009181, 514, 12, 138, ABORTED, UserSession192
1362008668, 1362009182, 514, 12, 138, ABORTED, UserSession2284
1362008667, 1362009183, 516, 17, 133, ABORTED, UserSession105
1362008667, 1362009183, 516, 14, 136, ABORTED, UserSession823
1362008668, 1362009184, 516, 15, 135, ABORTED, UserSession2164
1362008667, 1362009184, 517, 16, 134, ABORTED, UserSession1463
1362008667, 1362009184, 517, 8, 142, ABORTED, UserSession1993
1362008667, 1362009185, 518, 6, 144, ABORTED, UserSession1302
1362008667, 1362009185, 518, 8, 142, ABORTED, UserSession834
1362008667, 1362009185, 518, 9, 141, ABORTED, UserSession1067
1362008667, 1362009186, 519, 16, 134, ABORTED, UserSession1363
1362008667, 1362009186, 519, 8, 142, ABORTED, UserSession1267
1362008667, 1362009186, 519, 7, 143, ABORTED, UserSession1790
1362008668, 1362009186, 518, 5, 145, ABORTED, UserSession2425
1362008667, 1362009188, 521, 4, 146, ABORTED, UserSession1795
1362008667, 1362009189, 522, 4, 146, ABORTED, UserSession567
1362008667, 1362009189, 522, 5, 145, ABORTED, UserSession1319
1362008667, 1362009189, 522, 19, 131, ABORTED, UserSession125
1362008667, 1362009189, 522, 10, 140, ABORTED, UserSession1282
1362008667, 1362009189, 522, 7, 143, ABORTED, UserSession1230
1362008667, 1362009190, 523, 7, 143, ABORTED, UserSession1998
1362008667, 1362009190, 523, 3, 147, ABORTED, UserSession1508
1362008667, 1362009191, 524, 16, 134, ABORTED, UserSession1012
1362008667, 1362009191, 524, 4, 146, ABORTED, UserSession1399
1362008667, 1362009192, 525, 21, 129, ABORTED, UserSession516
1362008667, 1362009192, 525, 8, 142, ABORTED, UserSession858
1362008667, 1362009192, 525, 7, 143, ABORTED, UserSession672
1362008667, 1362009192, 525, 7, 143, ABORTED, UserSession569
1362008667, 1362009192, 525, 10, 140, ABORTED, UserSession2051
1362008667, 1362009192, 525, 8, 142, ABORTED, UserSession1451
1362008667, 1362009193, 526, 7, 143, ABORTED, UserSession1719
1362008667, 1362009193, 526, 2, 148, ABORTED, UserSession1325
1362008667, 1362009193, 526, 13, 137, ABORTED, UserSession292
1362008667, 1362009193, 526, 8, 142, ABORTED, UserSession1323
1362008667, 1362009193, 526, 12, 138, ABORTED, UserSession479
1362008667, 1362009193, 526, 9, 141, ABORTED, UserSession383
1362008667, 1362009193, 526, 13, 137, ABORTED, UserSession522
1362008667, 1362009193, 526, 12, 138, ABORTED, UserSession1480
1362008667, 1362009194, 527, 7, 143, ABORTED, UserSession2094
1362008667, 1362009194, 527, 7, 143, ABORTED, UserSession1604
1362008667, 1362009194, 527, 5, 145, ABORTED, UserSession2071
1362008667, 1362009194, 527, 10, 140, ABORTED, UserSession1061
1362008667, 1362009194, 527, 9, 141, ABORTED, UserSession2132
1362008667, 1362009194, 527, 8, 142, ABORTED, UserSession2061
1362008667, 1362009194, 527, 8, 142, ABORTED, UserSession1315
1362008667, 1362009194, 527, 11, 139, ABORTED, UserSession716
1362008667, 1362009194, 527, 16, 134, ABORTED, UserSession693
1362008667, 1362009194, 527, 5, 145, ABORTED, UserSession1023
1362008668, 1362009194, 526, 6, 144, ABORTED, UserSession2431
1362008668, 1362009194, 526, 8, 142, ABORTED, UserSession2379
1362008667, 1362009194, 527, 22, 128, ABORTED, UserSession1902
1362008667, 1362009194, 527, 10, 140, ABORTED, UserSession935
1362008668, 1362009194, 526, 12, 138, ABORTED, UserSession2358
1362008667, 1362009195, 528, 21, 129, ABORTED, UserSession0
1362008668, 1362009195, 527, 7, 143, ABORTED, UserSession2269
1362008667, 1362009195, 528, 7, 143, ABORTED, UserSession193
1362008667, 1362009195, 528, 7, 143, ABORTED, UserSession1927
1362008667, 1362009195, 528, 12, 138, ABORTED, UserSession761
1362008667, 1362009195, 528, 6, 144, ABORTED, UserSession1735
1362008667, 1362009196, 529, 5, 145, ABORTED, UserSession1973
1362008667, 1362009196, 529, 17, 133, ABORTED, UserSession36
1362008667, 1362009196, 529, 9, 141, ABORTED, UserSession632
1362008668, 1362009196, 528, 7, 143, ABORTED, UserSession2179
1362008667, 1362009196, 529, 15, 135, ABORTED, UserSession864
1362008668, 1362009196, 528, 11, 139, ABORTED, UserSession2155
