startTime, endTime, duration, transitionsDone, transitionsLeft, summary, sessionName
1362007334, 1362007752, 418, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession348
1362007334, 1362007585, 251, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession57
1362007334, 1362007591, 257, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession114
1362007334, 1362007593, 259, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession110
1362007334, 1362007595, 261, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession187
1362007334, 1362007597, 263, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession8
1362007334, 1362007599, 265, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession370
1362007334, 1362007602, 268, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession50
1362007334, 1362007603, 269, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession351
1362007334, 1362007607, 273, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession213
1362007334, 1362007607, 273, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession406
1362007334, 1362007609, 275, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession394
1362007334, 1362007611, 277, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession420
1362007334, 1362007612, 278, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession44
1362007334, 1362007613, 279, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession398
1362007334, 1362007613, 279, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession154
1362007334, 1362007613, 279, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession462
1362007334, 1362007614, 280, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession344
1362007334, 1362007614, 280, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession294
1362007334, 1362007614, 280, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession30
1362007334, 1362007615, 281, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession299
1362007334, 1362007615, 281, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession24
1362007334, 1362007616, 282, 150, 0, MAX_NUMBER_TRANSITIONS, UserSession386
